BranchID,Year,Month,DepositTarget
BR0012,2023,8,14202936
BR0012,2023,9,32960039
BR0012,2023,10,13161911
BR0012,2023,11,31331127
BR0012,2023,12,34670042
BR0012,2024,1,26205045
BR0012,2024,2,9868486
BR0012,2024,3,21148993
BR0012,2024,4,33745322
BR0012,2024,5,9907051
BR0012,2024,6,19273370
BR0012,2024,7,49927515
BR0012,2024,8,25319226
BR0012,2024,9,13210761
BR0012,2024,10,15364737
BR0012,2024,11,48181735
BR0012,2024,12,49309064
BR0012,2025,1,29574144
BR0012,2025,2,14595158
BR0012,2025,3,21985779
BR0012,2025,4,14211000
BR0012,2025,5,36389220
BR0012,2025,6,19736289
BR0012,2025,7,11316651
BR0012,2025,8,31726566
BR0012,2025,9,37699517
BR0012,2025,10,15924998
BR0012,2025,11,49817511
BR0012,2025,12,20013069
BR0013,2023,1,15835803
BR0013,2023,2,33958938
BR0013,2023,3,39601669
BR0013,2023,4,32099213
BR0013,2023,5,27757699
BR0013,2023,6,33271385
BR0013,2023,7,18136202
BR0013,2023,8,28932013
BR0013,2023,9,26375889
BR0013,2023,10,11187036
BR0013,2023,11,29558657
BR0013,2023,12,6307477
BR0013,2024,1,27681432
BR0013,2024,2,42181682
BR0013,2024,3,35780874
BR0013,2024,4,34558642
BR0013,2024,5,6213461
BR0013,2024,6,30792926
BR0013,2024,7,27246446
BR0013,2024,8,39724398
BR0013,2024,9,46871037
BR0013,2024,10,24827589
BR0013,2024,11,39377339
BR0013,2024,12,9314482
BR0013,2025,1,12573232
BR0013,2025,2,20337989
BR0013,2025,3,12031639
BR0013,2025,4,10641256
BR0013,2025,5,22821716
BR0013,2025,6,23248273
BR0013,2025,7,7656718
BR0013,2025,8,17183707
BR0013,2025,9,23149330
BR0013,2025,10,13694326
BR0013,2025,11,33336998
BR0013,2025,12,22354957
BR0014,2023,1,32242697
BR0014,2023,2,15023913
BR0014,2023,3,41010541
BR0014,2023,4,39546476
BR0014,2023,5,43291977
BR0014,2023,6,38192852
BR0014,2023,7,26947853
BR0014,2023,8,11003707
BR0014,2023,9,23727554
BR0014,2023,10,8860538
BR0014,2023,11,17304009
BR0014,2023,12,33542543
BR0014,2024,1,9859627
BR0014,2024,2,23047145
BR0014,2024,3,6129557
BR0014,2024,4,47576514
BR0014,2024,5,10943558
BR0014,2024,6,22485341
BR0014,2024,7,10619865
BR0014,2024,8,45814095
BR0014,2024,9,19925547
BR0014,2024,10,9470962
BR0014,2024,11,22747005
BR0014,2024,12,13165642
BR0014,2025,1,35452225
BR0014,2025,2,5774861
BR0014,2025,3,27760090
BR0014,2025,4,42115504
BR0014,2025,5,33035421
BR0014,2025,6,22975763
BR0014,2025,7,46721812
BR0014,2025,8,13672129
BR0014,2025,9,7899484
BR0014,2025,10,40360668
BR0014,2025,11,21001180
BR0014,2025,12,12345163
BR0015,2023,1,15834665
BR0015,2023,2,22575495
BR0015,2023,3,8380925
BR0015,2023,4,17156500
BR0015,2023,5,18540437
BR0015,2023,6,25937455
BR0015,2023,7,47189403
BR0015,2023,8,25468565
BR0015,2023,9,40640567
BR0015,2023,10,18815805
BR0015,2023,11,24458942
BR0015,2023,12,34909539
BR0015,2024,1,38560377
BR0015,2024,2,16938659
BR0015,2024,3,23154448
BR0015,2024,4,28286844
BR0015,2024,5,6218905
BR0015,2024,6,21807331
BR0015,2024,7,7479629
BR0015,2024,8,6029860
BR0015,2024,9,6237077
BR0015,2024,10,38933864
BR0015,2024,11,41980280
BR0015,2024,12,17714210
BR0015,2025,1,39509720
BR0015,2025,2,36860647
BR0015,2025,3,21487273
BR0015,2025,4,35001390
BR0015,2025,5,12132420
BR0015,2025,6,49179128
BR0015,2025,7,48627874
BR0015,2025,8,34002946
BR0015,2025,9,49057602
BR0015,2025,10,38218993
BR0015,2025,11,41635148
BR0015,2025,12,31379559
BR0016,2023,1,39003118
BR0016,2023,2,25654970
BR0016,2023,3,19440560
BR0016,2023,4,20405930
BR0016,2023,5,27998518
BR0016,2023,6,18329463
BR0016,2023,7,47679690
BR0016,2023,8,14376370
BR0016,2023,9,32158803
BR0016,2023,10,28323831
BR0016,2023,11,8649952
BR0016,2023,12,13711977
BR0016,2024,1,5956645
BR0016,2024,2,9746127
BR0016,2024,3,46973125
BR0016,2024,4,22152614
BR0016,2024,5,33906519
BR0016,2024,6,15955288
BR0016,2024,7,8717904
BR0016,2024,8,10669683
BR0016,2024,9,49642673
BR0016,2024,10,30560543
BR0016,2024,11,38953253
BR0016,2024,12,49999398
BR0016,2025,1,23920222
BR0016,2025,2,45183339
BR0016,2025,3,21254634
BR0016,2025,4,24666822
BR0016,2025,5,8035836
BR0016,2025,6,35833365
BR0016,2025,7,17438764
BR0016,2025,8,15571856
BR0016,2025,9,23054747
BR0016,2025,10,34918783
BR0016,2025,11,5243116
BR0016,2025,12,22665943
BR0017,2023,1,29437112
BR0017,2023,2,27073861
BR0017,2023,3,41713472
BR0017,2023,4,26711992
BR0017,2023,5,21404526
BR0017,2023,6,7311680
BR0017,2023,7,25773409
BR0017,2023,8,19620730
BR0017,2023,9,28929941
BR0017,2023,10,17278096
BR0017,2023,11,5071733
BR0017,2023,12,27503802
BR0017,2024,1,30610528
BR0017,2024,2,10629800
BR0017,2024,3,36852794
BR0017,2024,4,23718599
BR0017,2024,5,38739921
BR0017,2024,6,49024614
BR0017,2024,7,18487543
BR0017,2024,8,21655037
BR0017,2024,9,38872235
BR0017,2024,10,5332224
BR0017,2024,11,11096954
BR0017,2024,12,22728060
BR0017,2025,1,11023248
BR0017,2025,2,14654626
BR0017,2025,3,31810740
BR0017,2025,4,44379530
BR0017,2025,5,7796222
BR0017,2025,6,31439459
BR0017,2025,7,6509556
BR0017,2025,8,25108906
BR0017,2025,9,25417506
BR0017,2025,10,47256430
BR0017,2025,11,20623585
BR0017,2025,12,10669538
BR0018,2023,1,44297828
BR0018,2023,2,40513309
BR0018,2023,3,15418794
BR0018,2023,4,49127008
BR0018,2023,5,45034417
BR0018,2023,6,31140007
BR0018,2023,7,26886532
BR0018,2023,8,38164580
BR0018,2023,9,15030302
BR0018,2023,10,24070767
BR0018,2023,11,46520735
BR0018,2023,12,48165726
BR0018,2024,1,14714156
BR0018,2024,2,7938567
BR0018,2024,3,39425586
BR0018,2024,4,47099546
BR0018,2024,5,33806124
BR0018,2024,6,38926284
BR0018,2024,7,14348775
BR0018,2024,8,40148756
BR0018,2024,9,38847768
BR0018,2024,10,43150013
BR0018,2024,11,6079094
BR0018,2024,12,44195704
BR0018,2025,1,48143604
BR0018,2025,2,20431060
BR0018,2025,3,10710407
BR0018,2025,4,7091147
BR0018,2025,5,7809318
BR0018,2025,6,13931733
BR0018,2025,7,47756391
BR0018,2025,8,29206668
BR0018,2025,9,12040825
BR0018,2025,10,30274423
BR0018,2025,11,35292013
BR0018,2025,12,42482129
BR0019,2023,1,8407809
BR0019,2023,2,47128737
BR0019,2023,3,6264376
BR0019,2023,4,47025346
BR0019,2023,5,40664592
BR0019,2023,6,21412122
BR0019,2023,7,37835985
BR0019,2023,8,22702841
BR0019,2023,9,5222420
BR0019,2023,10,35665296
BR0019,2023,11,9705105
BR0019,2023,12,38753815
BR0019,2024,1,40916651
BR0019,2024,2,11170118
BR0019,2024,3,49244839
BR0019,2024,4,40298601
BR0019,2024,5,9432564
BR0019,2024,6,36800100
BR0019,2024,7,21924421
BR0019,2024,8,9996254
BR0019,2024,9,22821310
BR0019,2024,10,20756196
BR0019,2024,11,18771915
BR0019,2024,12,20484439
BR0019,2025,1,48616216
BR0019,2025,2,35892898
BR0019,2025,3,38148341
BR0019,2025,4,30673199
BR0019,2025,5,10149925
BR0019,2025,6,37145827
BR0019,2025,7,24281662
BR0019,2025,8,8137170
BR0019,2025,9,46404425
BR0019,2025,10,47466008
BR0019,2025,11,48135093
BR0019,2025,12,18307025
BR0020,2023,1,10199045
BR0020,2023,2,45245539
BR0020,2023,3,14893529
BR0020,2023,4,27264905
BR0020,2023,5,22041643
BR0020,2023,6,48723730
BR0020,2023,7,25429088
BR0020,2023,8,46684721
BR0020,2023,9,43101842
BR0020,2023,10,13955074
BR0020,2023,11,5836794
BR0020,2023,12,37374705
BR0020,2024,1,9070891
BR0020,2024,2,37601355
BR0020,2024,3,23037034
BR0020,2024,4,11678611
BR0020,2024,5,19609160
BR0020,2024,6,37857460
BR0020,2024,7,24519047
BR0020,2024,8,39664123
BR0020,2024,9,24162502
BR0020,2024,10,36182996
BR0020,2024,11,36265859
BR0020,2024,12,36295490
BR0020,2025,1,12952592
BR0020,2025,2,41847900
BR0020,2025,3,18371443
BR0020,2025,4,25916132
BR0020,2025,5,10761581
BR0020,2025,6,36738813
BR0020,2025,7,6174704
BR0020,2025,8,24433980
BR0020,2025,9,35801010
BR0020,2025,10,10131428
BR0020,2025,11,38998592
BR0020,2025,12,35162143
BR0021,2023,1,23029282
BR0021,2023,2,30960953
BR0021,2023,3,19081937
BR0021,2023,4,19140428
BR0021,2023,5,10007184
BR0021,2023,6,44021950
BR0021,2023,7,11060138
BR0021,2023,8,14512055
BR0021,2023,9,40169454
BR0021,2023,10,22569702
BR0021,2023,11,29129232
BR0021,2023,12,13898975
BR0021,2024,1,45491189
BR0021,2024,2,47390535
BR0021,2024,3,39141255
BR0021,2024,4,23761483
BR0021,2024,5,12561663
BR0021,2024,6,29507387
BR0021,2024,7,20527890
BR0021,2024,8,38412694
BR0021,2024,9,37624347
BR0021,2024,10,31446296
BR0021,2024,11,6666608
BR0021,2024,12,15674689
BR0021,2025,1,5240952
BR0021,2025,2,37997167
BR0021,2025,3,35250011
BR0021,2025,4,32207230
BR0021,2025,5,25263591
BR0021,2025,6,14442701
BR0021,2025,7,32929447
BR0021,2025,8,28082774
BR0021,2025,9,30240056
BR0021,2025,10,26211638
BR0021,2025,11,13114089
BR0021,2025,12,27234801
BR0022,2023,1,5116862
BR0022,2023,2,26780019
BR0022,2023,3,27701091
BR0022,2023,4,31726746
BR0022,2023,5,13055838
BR0022,2023,6,18135965
BR0022,2023,7,5786624
BR0022,2023,8,24450360
BR0022,2023,9,21992784
BR0022,2023,10,29979395
BR0022,2023,11,9360556
BR0022,2023,12,31367031
BR0022,2024,1,31183265
BR0022,2024,2,44538976
BR0022,2024,3,10127163
BR0022,2024,4,29206792
BR0022,2024,5,33726133
BR0022,2024,6,23465356
BR0022,2024,7,8239217
BR0022,2024,8,23833277
BR0022,2024,9,11825633
BR0022,2024,10,8463992
BR0022,2024,11,49424603
BR0022,2024,12,24167847
BR0022,2025,1,47611678
BR0022,2025,2,14993475
BR0022,2025,3,21731898
BR0022,2025,4,22832705
BR0022,2025,5,34275620
BR0022,2025,6,39290145
BR0022,2025,7,26179649
BR0022,2025,8,17740553
BR0022,2025,9,30055046
BR0022,2025,10,33705657
BR0022,2025,11,6946916
BR0022,2025,12,47338700
BR0023,2023,1,31846341
BR0023,2023,2,42188576
BR0023,2023,3,41858077
BR0023,2023,4,18652346
BR0023,2023,5,10407424
BR0023,2023,6,8320280
BR0023,2023,7,32574093
BR0023,2023,8,35256730
BR0023,2023,9,46266184
BR0023,2023,10,14299445
BR0023,2023,11,48251039
BR0023,2023,12,24207115
BR0023,2024,1,37586392
BR0023,2024,2,8286784
BR0023,2024,3,41917136
BR0023,2024,4,13543718
BR0023,2024,5,16459697
BR0023,2024,6,36687737
BR0023,2024,7,32841229
BR0023,2024,8,28062823
BR0023,2024,9,23907656
BR0023,2024,10,24983131
BR0023,2024,11,22162607
BR0023,2024,12,48809862
BR0023,2025,1,22459649
BR0023,2025,2,32260242
BR0023,2025,3,49023101
BR0023,2025,4,21016538
BR0023,2025,5,25188781
BR0023,2025,6,37425796
BR0023,2025,7,42401226
BR0023,2025,8,49887507
BR0023,2025,9,31465573
BR0023,2025,10,13035784
BR0023,2025,11,16229491
BR0023,2025,12,48164759
BR0024,2023,1,15848615
BR0024,2023,2,10044613
BR0024,2023,3,18950088
BR0024,2023,4,38595018
BR0024,2023,5,38358191
BR0024,2023,6,41935815
BR0024,2023,7,19765644
BR0024,2023,8,35399380
BR0024,2023,9,27336128
BR0024,2023,10,35196334
BR0024,2023,11,33683873
BR0024,2023,12,14368133
BR0024,2024,1,41761249
BR0024,2024,2,17912221
BR0024,2024,3,21380309
BR0024,2024,4,11087747
BR0024,2024,5,16723589
BR0024,2024,6,27948227
BR0024,2024,7,42304078
BR0024,2024,8,11113237
BR0024,2024,9,26427037
BR0024,2024,10,21047513
BR0024,2024,11,29716552
BR0024,2024,12,22338082
BR0024,2025,1,43226399
BR0024,2025,2,18565509
BR0024,2025,3,6347661
BR0024,2025,4,32701308
BR0024,2025,5,30691815
BR0024,2025,6,32775256
BR0024,2025,7,40176328
BR0024,2025,8,19093192
BR0024,2025,9,30291036
BR0024,2025,10,23135489
BR0024,2025,11,27696425
BR0024,2025,12,9164743
BR0025,2023,1,38430005
BR0025,2023,2,23623806
BR0025,2023,3,43539329
BR0025,2023,4,29168937
BR0025,2023,5,13447247
BR0025,2023,6,38782316
BR0025,2023,7,40515735
BR0025,2023,8,47253546
BR0025,2023,9,19493041
BR0025,2023,10,11214157
BR0025,2023,11,23187903
BR0025,2023,12,21673442
BR0025,2024,1,30807435
BR0025,2024,2,31827247
BR0025,2024,3,48338348
BR0025,2024,4,34921050
BR0025,2024,5,33980069
BR0025,2024,6,25939040
BR0025,2024,7,6463678
BR0025,2024,8,13539403
BR0025,2024,9,7163824
BR0025,2024,10,33534680
BR0025,2024,11,36760496
BR0025,2024,12,44404747
BR0025,2025,1,37871556
BR0025,2025,2,5011991
BR0025,2025,3,9908200
BR0025,2025,4,31274535
BR0025,2025,5,40424179
BR0025,2025,6,36417109
BR0025,2025,7,35128552
BR0025,2025,8,21674222
BR0025,2025,9,12317953
BR0025,2025,10,20018991
BR0025,2025,11,15360158
BR0025,2025,12,15205126
BR0026,2023,1,40055362
BR0026,2023,2,12307511
BR0026,2023,3,48442796
BR0026,2023,4,35690564
BR0026,2023,5,10704480
BR0026,2023,6,42010599
BR0026,2023,7,7653904
BR0026,2023,8,5091673
BR0026,2023,9,13432347
BR0026,2023,10,20607966
BR0026,2023,11,43210598
BR0026,2023,12,7522738
BR0026,2024,1,48319159
BR0026,2024,2,25386482
BR0026,2024,3,13587709
BR0026,2024,4,47041873
BR0026,2024,5,21897605
BR0026,2024,6,40450468
BR0026,2024,7,47700772
BR0026,2024,8,34355465
BR0026,2024,9,12525097
BR0026,2024,10,11673626
BR0026,2024,11,9721236
BR0026,2024,12,25156099
BR0026,2025,1,40194349
BR0026,2025,2,44117151
BR0026,2025,3,17864887
BR0026,2025,4,31043738
BR0026,2025,5,22507486
BR0026,2025,6,20004403
BR0026,2025,7,45336514
BR0026,2025,8,5077311
BR0026,2025,9,5702068
BR0026,2025,10,41069425
BR0026,2025,11,25234751
BR0026,2025,12,35916424
BR0027,2023,1,23696774
BR0027,2023,2,26230360
BR0027,2023,3,48256738
BR0027,2023,4,21264343
BR0027,2023,5,36897126
BR0027,2023,6,40317899
BR0027,2023,7,20755020
BR0027,2023,8,41708698
BR0027,2023,9,21579807
BR0027,2023,10,6965004
BR0027,2023,11,32636111
BR0027,2023,12,48597272
BR0027,2024,1,25629119
BR0027,2024,2,8711705
BR0027,2024,3,6462126
BR0027,2024,4,18026852
BR0027,2024,5,38441034
BR0027,2024,6,48430733
BR0027,2024,7,33186788
BR0027,2024,8,10441996
BR0027,2024,9,22264166
BR0027,2024,10,20290117
BR0027,2024,11,49785439
BR0027,2024,12,33475794
BR0027,2025,1,29844911
BR0027,2025,2,20219355
BR0027,2025,3,38080875
BR0027,2025,4,7288239
BR0027,2025,5,27686256
BR0027,2025,6,33223092
BR0027,2025,7,29314876
BR0027,2025,8,31599149
BR0027,2025,9,18292899
BR0027,2025,10,5453217
BR0027,2025,11,24603251
BR0027,2025,12,38881815
BR0028,2023,1,9525315
BR0028,2023,2,18771986
BR0028,2023,3,38265569
BR0028,2023,4,18449542
BR0028,2023,5,25918889
BR0028,2023,6,18014641
BR0028,2023,7,20489317
BR0028,2023,8,36213277
BR0028,2023,9,19860775
BR0028,2023,10,22785322
BR0028,2023,11,24792608
BR0028,2023,12,12315407
BR0028,2024,1,46848887
BR0028,2024,2,38270207
BR0028,2024,3,45943004
BR0028,2024,4,17570376
BR0028,2024,5,19987029
BR0028,2024,6,37551338
BR0028,2024,7,32986347
BR0028,2024,8,49647141
BR0028,2024,9,8786085
BR0028,2024,10,44916497
BR0028,2024,11,14823600
BR0028,2024,12,31404652
BR0028,2025,1,8647929
